============================= test session starts =============================
platform win32 -- Python 3.14.3, pytest-9.0.2, pluggy-1.6.0 -- C:\Program Files\Python314\python.exe
cachedir: .pytest_cache
rootdir: C:\Users\yelron\OneDrive - Intel Corporation\Documents\VS Code Projects\InvestAI
configfile: pytest.ini
plugins: anyio-4.12.1, base-url-2.1.0, playwright-0.7.2
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       53 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
_________ TestScreenerFlow.test_screener_preset_growth_tech[chromium] _________
tests\test_e2e.py:462: in test_screener_preset_growth_tech
    authenticated_page.get_by_role("button", name="Growth Tech").click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for get_by_role("button", name="Growth Tech")
E       - locator resolved to <button class="btn btn-sm" data-help="preset_growth" onclick="applyPreset('growth')">Growth Tech</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       53 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
________ TestScreenerFlow.test_screener_preset_high_dividend[chromium] ________
tests\test_e2e.py:471: in test_screener_preset_high_dividend
    authenticated_page.get_by_role("button", name="High Dividend").click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for get_by_role("button", name="High Dividend")
E       - locator resolved to <button class="btn btn-sm" data-help="preset_dividend" onclick="applyPreset('dividend')">High Dividend</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       54 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
__________ TestScreenerFlow.test_screener_preset_all_etfs[chromium] ___________
tests\test_e2e.py:480: in test_screener_preset_all_etfs
    authenticated_page.get_by_role("button", name="All ETFs").click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for get_by_role("button", name="All ETFs")
E       - locator resolved to <button class="btn btn-sm" data-help="preset_etf" onclick="applyPreset('etf')">All ETFs</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       54 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
__________ TestScreenerFlow.test_screener_card_has_metrics[chromium] __________
tests\test_e2e.py:489: in test_screener_card_has_metrics
    authenticated_page.get_by_role("button", name="Search").first.click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for get_by_role("button", name="Search").first
E       - locator resolved to <button class="btn btn-primary" onclick="runScreener()">Search</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       54 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
_______ TestScreenerFlow.test_screener_card_has_signal_badge[chromium] ________
tests\test_e2e.py:509: in test_screener_card_has_signal_badge
    authenticated_page.get_by_role("button", name="Search").first.click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for get_by_role("button", name="Search").first
E       - locator resolved to <button class="btn btn-primary" onclick="runScreener()">Search</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       54 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
________ TestScreenerFlow.test_screener_clear_resets_filters[chromium] ________
tests\test_e2e.py:523: in test_screener_clear_resets_filters
    authenticated_page.get_by_role("button", name="Value Stocks").click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for get_by_role("button", name="Value Stocks")
E       - locator resolved to <button class="btn btn-sm" data-help="preset_value" onclick="applyPreset('value')">Value Stocks</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       54 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
_ TestScreenerFlow.test_screener_signal_filter_buy_returns_only_buy[chromium] _
tests\test_e2e.py:547: in test_screener_signal_filter_buy_returns_only_buy
    authenticated_page.get_by_role("button", name="Search").first.click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for get_by_role("button", name="Search").first
E       - locator resolved to <button class="btn btn-primary" onclick="runScreener()">Search</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       53 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
_ TestScreenerFlow.test_screener_signal_filter_avoid_returns_only_avoid[chromium] _
tests\test_e2e.py:564: in test_screener_signal_filter_avoid_returns_only_avoid
    authenticated_page.get_by_role("button", name="Search").first.click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for get_by_role("button", name="Search").first
E       - locator resolved to <button class="btn btn-primary" onclick="runScreener()">Search</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       52 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
_ TestScreenerFlow.test_screener_signal_filter_cleared_by_clear_button[chromium] _
tests\test_e2e.py:579: in test_screener_signal_filter_cleared_by_clear_button
    authenticated_page.get_by_role("button", name="Clear").click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for get_by_role("button", name="Clear")
E       - locator resolved to <button class="btn btn-ghost" onclick="clearScreener()">Clear</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       55 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
_ TestRecommendationsFlow.test_recommendations_loads_content_or_prompt[chromium] _
tests\test_e2e.py:767: in test_recommendations_loads_content_or_prompt
    _nav_click(authenticated_page, "recommendations")
tests\test_e2e.py:22: in _nav_click
    page.locator(f'.nav-link[data-page="{page_id}"]').click(force=True)
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator(".nav-link[data-page=\"recommendations\"]")
___________ TestPortfolioFlow.test_add_holding_and_verify[chromium] ___________
tests\test_e2e.py:836: in test_add_holding_and_verify
    authenticated_page.locator('#holding-form button[type="submit"]').click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator("#holding-form button[type=\"submit\"]")
E       - locator resolved to <button type="submit" class="btn btn-primary">Add Holding</button>
E     - attempting click action
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is not stable
E       - retrying click action
E       - waiting 20ms
E       2 ╫ waiting for element to be visible, enabled and stable
E         - element is visible, enabled and stable
E         - scrolling into view if needed
E         - done scrolling
E         - <div class="tour-overlay open"></div> intercepts pointer events
E       - retrying click action
E         - waiting 100ms
E       47 ╫ waiting for element to be visible, enabled and stable
E          - element is visible, enabled and stable
E          - scrolling into view if needed
E          - done scrolling
E          - <div class="tour-overlay open"></div> intercepts pointer events
E        - retrying click action
E          - waiting 500ms
E       - waiting for element to be visible, enabled and stable
E       - element is visible, enabled and stable
E       - scrolling into view if needed
________ TestPortfolioFlow.test_portfolio_summary_has_values[chromium] ________
tests\test_e2e.py:848: in test_portfolio_summary_has_values
    assert "$" in html, f"Portfolio shows no dollar values ù summary didn't load. HTML: {html[:500]}"
E   AssertionError: Portfolio shows no dollar values ù summary didn't load. HTML: <div class="empty-state"><p>No holdings yet. Add stocks from the <a href="#" onclick="navigateTo('screener');return false;" style="color:var(--primary)">Screener</a> or any stock detail page.</p></div>
E   assert '$' in '<div class="empty-state"><p>No holdings yet. Add stocks from the <a href="#" onclick="navigateTo(\'screener\');return false;" style="color:var(--primary)">Screener</a> or any stock detail page.</p></div>'
_ TestPortfolioChartHeight.test_perf_chart_canvas_inside_wrap_container[chromium] _
tests\test_e2e.py:870: in test_perf_chart_canvas_inside_wrap_container
    assert wrap.count() >= 2, "Expected at least 2 .pf-chart-wrap containers (allocation + performance)"
E   AssertionError: Expected at least 2 .pf-chart-wrap containers (allocation + performance)
E   assert 0 >= 2
E    +  where 0 = count()
E    +    where count = <Locator frame=<Frame name= url='http://127.0.0.1:8091/#portfolio'> selector='.pf-chart-wrap'>.count
____ TestPortfolioChartHeight.test_perf_chart_height_is_bounded[chromium] _____
tests\test_e2e.py:880: in test_perf_chart_height_is_bounded
    box = wrap.bounding_box()
          ^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15479: in bounding_box
    self._sync(self._impl_obj.bounding_box(timeout=timeout))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:132: in bounding_box
    return await self._with_element(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:113: in _with_element
    handle = await self.element_handle(timeout=timeout)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:319: in element_handle
    handle = await self._frame.wait_for_selector(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:369: in wait_for_selector
    await self._channel.send(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.bounding_box: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator(".pf-chart-wrap").nth(1)
____ TestPortfolioChartHeight.test_alloc_chart_height_is_bounded[chromium] ____
tests\test_e2e.py:892: in test_alloc_chart_height_is_bounded
    box = wrap.bounding_box()
          ^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15479: in bounding_box
    self._sync(self._impl_obj.bounding_box(timeout=timeout))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:132: in bounding_box
    return await self._with_element(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:113: in _with_element
    handle = await self.element_handle(timeout=timeout)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:319: in element_handle
    handle = await self._frame.wait_for_selector(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:369: in wait_for_selector
    await self._channel.send(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.bounding_box: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator(".pf-chart-wrap").first
_ TestPortfolioChartHeight.test_perf_chart_canvas_has_no_hardcoded_height[chromium] _
tests\test_e2e.py:903: in test_perf_chart_canvas_has_no_hardcoded_height
    height_attr = canvas.get_attribute("height")
                  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:16973: in get_attribute
    self._sync(self._impl_obj.get_attribute(name=name, timeout=timeout))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:444: in get_attribute
    return await self._frame.get_attribute(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:726: in get_attribute
    return await self._channel.send(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.get_attribute: Timeout 30000ms exceeded.
E   Call log:
E     - waiting for locator("#pf-perf-chart")
____________ TestAlertsFlow.test_create_alert_and_verify[chromium] ____________
tests\test_e2e.py:922: in test_create_alert_and_verify
    authenticated_page.locator('#alert-form button[type="submit"]').click()
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\sync_api\_generated.py:15631: in click
    self._sync(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_locator.py:162: in click
    return await self._frame._click(self._selector, strict=True, **params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_frame.py:566: in _click
    await self._channel.send("click", self._timeout, locals_to_params(locals()))
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:69: in send
    return await self._connection.wrap_api_call(
..\..\..\..\AppData\Roaming\Python\Python314\site-packages\playwright\_impl\_connection.py:559: in wrap_api_call
    raise rewrite_error(error, f"{parsed_st['apiName']}: {error}") from None
E   playwright._impl._errors.TimeoutError: Locator.click: Timeout 30000ms exceeded.
E   Call log:
